priority,user_agent,screen_width,screen_height,color_depth,timezone_offset,language,platform,market_share_estimate,year_min,year_max
1141,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",1366,768,32,-180,ru-RU,Win32,0.0035,2012,2014
1142,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",1280,800,32,-180,ru-RU,Win32,0.0034,2012,2014
1143,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",1920,1080,32,-180,ru-RU,Win32,0.0034,2012,2014
1144,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",1024,768,24,-180,ru-RU,Win32,0.0033,2012,2014
1145,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",1440,900,32,-180,ru-RU,Win32,0.0032,2012,2014
1146,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",1280,1024,32,-180,ru-RU,Win32,0.0032,2012,2014
1147,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",1600,900,32,-180,ru-RU,Win32,0.0031,2012,2014
1148,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.60 Safari/537.1",1680,1050,32,-180,ru-RU,Win32,0.003,2012,2014
1149,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1366,768,32,-180,ru-RU,Win32,0.003,2012,2014
1150,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1280,800,32,-180,ru-RU,Win32,0.0029,2012,2014
1151,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1920,1080,32,-180,ru-RU,Win32,0.0028,2012,2014
1152,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1024,768,24,-180,ru-RU,Win32,0.0028,2012,2014
1153,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1440,900,32,-180,ru-RU,Win32,0.0027,2012,2014
1154,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1280,1024,32,-180,ru-RU,Win32,0.0027,2012,2014
1155,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1600,900,32,-180,ru-RU,Win32,0.0026,2012,2014
1156,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1680,1050,32,-180,ru-RU,Win32,0.0026,2012,2014
